"","Crime.Type","Crime.Solved","Victim.Sex","Victim.Age","Victim.Race","Perpetrator.Sex","Perpetrator.Age","Perpetrator.Race","Relationship","Weapon"
"625113","Murder or Manslaughter","No","Male",35,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625114","Murder or Manslaughter","No","Male",29,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625115","Murder or Manslaughter","No","Male",16,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625116","Murder or Manslaughter","No","Female",37,"Black","Unknown",0,"Unknown","Unknown","Rifle"
"625117","Murder or Manslaughter","Yes","Female",34,"White","Male",30,"White","Stranger","Handgun"
"625118","Murder or Manslaughter","Yes","Male",51,"White","Male",22,"White","Family","Blunt Object"
"625119","Murder or Manslaughter","Yes","Male",34,"Asian/Pacific Islander","Male",36,"Black","Boyfriend/Girlfriend","Knife"
"625120","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Knife"
"625121","Murder or Manslaughter","Yes","Male",47,"White","Male",36,"White","Stranger","Handgun"
"625122","Murder or Manslaughter","No","Male",37,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625123","Murder or Manslaughter","Yes","Male",36,"White","Male",22,"White","Unknown","Firearm"
"625124","Murder or Manslaughter","Yes","Male",51,"White","Female",19,"Black","Unknown","Knife"
"625125","Murder or Manslaughter","No","Male",40,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625126","Murder or Manslaughter","No","Male",21,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625127","Murder or Manslaughter","Yes","Male",34,"White","Male",23,"White","Stranger","Knife"
"625128","Murder or Manslaughter","No","Male",22,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625129","Murder or Manslaughter","Yes","Male",27,"White","Male",36,"White","Stranger","Handgun"
"625130","Murder or Manslaughter","Yes","Male",53,"Black","Male",28,"Black","Stranger","Blunt Object"
"625131","Murder or Manslaughter","Yes","Female",57,"White","Male",34,"White","Mother","Blunt Object"
"625132","Murder or Manslaughter","Yes","Male",31,"Black","Male",22,"Black","Stranger","Handgun"
"625133","Murder or Manslaughter","No","Male",28,"Asian/Pacific Islander","Unknown",0,"Unknown","Unknown","Firearm"
"625134","Murder or Manslaughter","Yes","Male",43,"Black","Male",46,"Black","Stranger","Firearm"
"625135","Murder or Manslaughter","No","Male",31,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625136","Murder or Manslaughter","Yes","Male",34,"White","Male",24,"Black","Stranger","Knife"
"625137","Murder or Manslaughter","No","Male",65,"Black","Unknown",0,"Unknown","Unknown","Blunt Object"
"625138","Murder or Manslaughter","Yes","Male",41,"White","Male",45,"Black","Stranger","Handgun"
"625139","Murder or Manslaughter","Yes","Male",18,"White","Male",18,"White","Neighbor","Unknown"
"625140","Murder or Manslaughter","Yes","Male",28,"White","Male",28,"White","Stranger","Knife"
"625141","Murder or Manslaughter","No","Male",30,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625142","Murder or Manslaughter","No","Male",17,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625143","Murder or Manslaughter","No","Male",39,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625144","Murder or Manslaughter","No","Male",18,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625145","Murder or Manslaughter","Yes","Male",44,"White","Male",27,"White","Unknown","Handgun"
"625146","Murder or Manslaughter","No","Male",29,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625147","Murder or Manslaughter","No","Male",23,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625148","Murder or Manslaughter","No","Male",20,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625149","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625150","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625151","Murder or Manslaughter","Yes","Male",38,"White","Male",50,"White","Unknown","Handgun"
"625152","Murder or Manslaughter","Yes","Male",56,"Black","Male",33,"Black","Unknown","Handgun"
"625153","Murder or Manslaughter","No","Male",51,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"625154","Murder or Manslaughter","No","Male",17,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625155","Murder or Manslaughter","No","Male",46,"White","Unknown",0,"Unknown","Unknown","Fire"
"625156","Murder or Manslaughter","Yes","Male",40,"Black","Male",45,"White","Stranger","Handgun"
"625157","Murder or Manslaughter","No","Male",30,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625158","Murder or Manslaughter","Yes","Male",40,"Asian/Pacific Islander","Male",24,"Unknown","Stranger","Handgun"
"625159","Murder or Manslaughter","Yes","Female",20,"White","Male",22,"White","Girlfriend","Handgun"
"625160","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625161","Murder or Manslaughter","No","Female",19,"White","Unknown",0,"Unknown","Unknown","Fire"
"625162","Murder or Manslaughter","No","Male",19,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625163","Murder or Manslaughter","Yes","Female",57,"White","Female",32,"White","Mother","Blunt Object"
"625164","Murder or Manslaughter","No","Male",20,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625165","Murder or Manslaughter","No","Male",28,"White","Unknown",0,"Unknown","Unknown","Knife"
"625166","Murder or Manslaughter","Yes","Male",31,"Black","Female",28,"Black","Stranger","Knife"
"625167","Murder or Manslaughter","No","Male",33,"Asian/Pacific Islander","Unknown",0,"Unknown","Unknown","Handgun"
"625168","Murder or Manslaughter","Yes","Male",60,"White","Female",34,"White","Boyfriend","Unknown"
"625169","Murder or Manslaughter","No","Male",22,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625170","Murder or Manslaughter","No","Male",24,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625171","Murder or Manslaughter","No","Male",20,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625172","Murder or Manslaughter","Yes","Female",43,"White","Male",47,"White","Wife","Handgun"
"625173","Murder or Manslaughter","No","Male",33,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625174","Murder or Manslaughter","No","Male",51,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625175","Murder or Manslaughter","Yes","Male",27,"Black","Male",29,"Black","Family","Knife"
"625176","Murder or Manslaughter","Yes","Male",47,"Black","Male",52,"Black","Acquaintance","Knife"
"625177","Murder or Manslaughter","Yes","Male",36,"White","Male",35,"White","Stranger","Handgun"
"625178","Murder or Manslaughter","No","Male",34,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625179","Murder or Manslaughter","No","Male",31,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625180","Murder or Manslaughter","No","Male",28,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625181","Murder or Manslaughter","Yes","Female",0,"White","Female",27,"White","Daughter","Drugs"
"625182","Murder or Manslaughter","Yes","Male",0,"White","Male",28,"White","Son","Unknown"
"625183","Murder or Manslaughter","No","Male",23,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625184","Murder or Manslaughter","Yes","Male",25,"Black","Male",21,"Black","Unknown","Handgun"
"625185","Murder or Manslaughter","No","Male",25,"Asian/Pacific Islander","Unknown",0,"Unknown","Unknown","Handgun"
"625186","Murder or Manslaughter","Yes","Male",28,"White","Male",80,"White","Acquaintance","Handgun"
"625187","Murder or Manslaughter","Yes","Male",29,"White","Male",68,"White","Stranger","Handgun"
"625188","Murder or Manslaughter","No","Male",26,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625189","Murder or Manslaughter","Yes","Male",45,"Black","Female",23,"Black","Stepfather","Blunt Object"
"625190","Murder or Manslaughter","Yes","Male",19,"White","Male",16,"White","Stranger","Knife"
"625191","Murder or Manslaughter","Yes","Male",62,"White","Male",30,"White","Stranger","Handgun"
"625192","Murder or Manslaughter","Yes","Male",18,"White","Male",46,"White","Stranger","Handgun"
"625193","Murder or Manslaughter","No","Male",18,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625194","Murder or Manslaughter","No","Male",20,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625195","Murder or Manslaughter","No","Male",33,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625196","Murder or Manslaughter","No","Male",24,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625197","Murder or Manslaughter","Yes","Male",1,"White","Male",31,"Black","Stranger","Firearm"
"625198","Murder or Manslaughter","No","Male",43,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625199","Murder or Manslaughter","Yes","Female",34,"Black","Male",33,"Black","Unknown","Handgun"
"625200","Murder or Manslaughter","No","Male",28,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625201","Murder or Manslaughter","Yes","Male",12,"Black","Male",19,"White","Unknown","Firearm"
"625202","Murder or Manslaughter","Yes","Male",26,"Black","Male",20,"Black","Unknown","Handgun"
"625203","Murder or Manslaughter","Yes","Male",19,"Black","Male",22,"White","Acquaintance","Handgun"
"625204","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625205","Murder or Manslaughter","Yes","Female",27,"White","Male",32,"White","Girlfriend","Firearm"
"625206","Murder or Manslaughter","Yes","Female",30,"Black","Male",36,"Black","Girlfriend","Blunt Object"
"625207","Murder or Manslaughter","No","Male",46,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625208","Murder or Manslaughter","Yes","Male",43,"Black","Male",26,"Black","Neighbor","Firearm"
"625209","Murder or Manslaughter","No","Male",26,"Black","Unknown",0,"Unknown","Unknown","Knife"
"625210","Murder or Manslaughter","No","Male",19,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625211","Murder or Manslaughter","Yes","Male",22,"White","Male",23,"White","Unknown","Firearm"
"625212","Murder or Manslaughter","Yes","Female",30,"White","Male",40,"White","Wife","Blunt Object"
"625213","Murder or Manslaughter","No","Male",19,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625214","Murder or Manslaughter","Yes","Male",46,"White","Female",55,"White","Common-Law Husband","Unknown"
"625215","Murder or Manslaughter","Yes","Male",55,"Black","Male",45,"Asian/Pacific Islander","Stranger","Rifle"
"625216","Murder or Manslaughter","No","Male",37,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625217","Murder or Manslaughter","Yes","Male",20,"White","Male",17,"White","Unknown","Handgun"
"625218","Murder or Manslaughter","No","Male",34,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625219","Murder or Manslaughter","Yes","Male",49,"Black","Male",36,"Black","Stranger","Handgun"
"625220","Murder or Manslaughter","Yes","Male",22,"Black","Male",20,"Black","Unknown","Handgun"
"625221","Murder or Manslaughter","Yes","Male",62,"Black","Male",34,"Black","Stranger","Knife"
"625222","Murder or Manslaughter","Yes","Male",82,"White","Male",40,"White","Acquaintance","Blunt Object"
"625223","Murder or Manslaughter","No","Male",37,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625224","Murder or Manslaughter","Yes","Male",50,"Black","Male",37,"Black","Unknown","Blunt Object"
"625225","Murder or Manslaughter","Yes","Male",31,"White","Male",21,"White","Acquaintance","Firearm"
"625226","Murder or Manslaughter","Yes","Male",28,"White","Male",35,"White","Unknown","Firearm"
"625227","Murder or Manslaughter","No","Male",37,"White","Unknown",0,"Unknown","Unknown","Unknown"
"625228","Murder or Manslaughter","Yes","Male",18,"White","Male",23,"White","Unknown","Firearm"
"625229","Murder or Manslaughter","Yes","Male",32,"White","Male",19,"White","Stranger","Firearm"
"625230","Murder or Manslaughter","No","Male",18,"White","Unknown",0,"Unknown","Unknown","Rifle"
"625231","Murder or Manslaughter","Yes","Female",19,"Black","Male",31,"Black","Stranger","Handgun"
"625232","Murder or Manslaughter","Yes","Female",28,"White","Male",31,"Black","Stranger","Firearm"
"625233","Murder or Manslaughter","No","Male",21,"Unknown","Unknown",0,"Unknown","Unknown","Firearm"
"625234","Murder or Manslaughter","Yes","Male",27,"Black","Male",33,"Black","Unknown","Rifle"
"625235","Murder or Manslaughter","No","Male",19,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625236","Murder or Manslaughter","No","Male",45,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625237","Murder or Manslaughter","No","Male",24,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625238","Murder or Manslaughter","No","Male",22,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625239","Murder or Manslaughter","Yes","Female",4,"Black","Female",53,"Black","Family","Blunt Object"
"625240","Murder or Manslaughter","Yes","Female",36,"White","Male",33,"White","Stranger","Strangulation"
"625241","Murder or Manslaughter","Yes","Male",26,"White","Male",23,"White","Unknown","Handgun"
"625242","Murder or Manslaughter","Yes","Male",37,"Black","Male",37,"Black","Unknown","Handgun"
"625243","Murder or Manslaughter","No","Male",42,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625244","Murder or Manslaughter","No","Male",38,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625245","Murder or Manslaughter","Yes","Female",39,"White","Male",48,"White","Common-Law Wife","Knife"
"625246","Murder or Manslaughter","Yes","Male",60,"Asian/Pacific Islander","Male",35,"White","Acquaintance","Handgun"
"625247","Murder or Manslaughter","No","Male",26,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625248","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Knife"
"625249","Murder or Manslaughter","No","Male",35,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625250","Murder or Manslaughter","Yes","Male",21,"White","Male",19,"White","Stranger","Knife"
"625251","Murder or Manslaughter","Yes","Female",58,"White","Male",27,"White","Mother","Knife"
"625252","Murder or Manslaughter","Yes","Male",75,"White","Male",47,"White","Stranger","Handgun"
"625253","Murder or Manslaughter","Yes","Male",24,"Black","Male",45,"Asian/Pacific Islander","Stranger","Handgun"
"625254","Murder or Manslaughter","Yes","Male",28,"White","Female",44,"White","Stranger","Handgun"
"625255","Murder or Manslaughter","Yes","Male",998,"White","Male",39,"White","Son","Blunt Object"
"625256","Murder or Manslaughter","No","Male",20,"White","Unknown",0,"Unknown","Unknown","Knife"
"625257","Murder or Manslaughter","No","Male",54,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625258","Murder or Manslaughter","Yes","Male",52,"White","Male",37,"White","Stranger","Handgun"
"625259","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625260","Murder or Manslaughter","No","Male",62,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625261","Murder or Manslaughter","Yes","Male",0,"Black","Male",23,"Black","Son","Blunt Object"
"625262","Murder or Manslaughter","Yes","Male",19,"White","Male",23,"White","Unknown","Firearm"
"625263","Murder or Manslaughter","No","Male",30,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625264","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Shotgun"
"625265","Murder or Manslaughter","Yes","Male",28,"White","Male",31,"White","Employer","Handgun"
"625266","Murder or Manslaughter","Yes","Male",0,"Asian/Pacific Islander","Male",31,"Asian/Pacific Islander","Son","Blunt Object"
"625267","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625268","Murder or Manslaughter","Yes","Male",1,"White","Male",28,"White","Son","Suffocation"
"625269","Murder or Manslaughter","No","Male",43,"Black","Unknown",0,"Unknown","Unknown","Rifle"
"625270","Murder or Manslaughter","No","Male",27,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"625271","Murder or Manslaughter","No","Male",23,"White","Unknown",0,"Unknown","Unknown","Handgun"
"625272","Murder or Manslaughter","Yes","Male",22,"White","Male",16,"White","Unknown","Knife"
"625273","Murder or Manslaughter","Yes","Male",20,"White","Male",23,"White","Unknown","Rifle"
"625274","Murder or Manslaughter","No","Female",45,"White","Unknown",0,"Unknown","Unknown","Firearm"
"625275","Murder or Manslaughter","Yes","Female",19,"White","Male",25,"White","Stranger","Handgun"
"625276","Murder or Manslaughter","Yes","Male",29,"White","Male",23,"Black","Unknown","Handgun"
"625277","Murder or Manslaughter","No","Male",28,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"625278","Murder or Manslaughter","Yes","Male",36,"White","Male",39,"White","Stranger","Handgun"
"625279","Murder or Manslaughter","No","Male",39,"White","Unknown",0,"Unknown","Unknown","Handgun"
